Enya;Janssen;f;Rheinfelden;70;96334;
Flora;Vetter;f;Buchs;21;50374;
Lenia;Kiefer;f;Bassersdorf;35;65257;
Alice;Köster;f;Arth;70;96028;
Soraya;Linke;f;Birsfelden;70;52849;
Ceylin;Stoll;f;Möhlin;23;98890;
Miley;Heinze;f;Luzern;64;48268;
Jenna;Kirsch;f;Lancy;21;88175;
Alia;Henning;f;Yverdon-les-Bains;66;74904;
Felicia;Mann;f;Dietikon;22;96910;
Kaja;Erdmann;f;Baar;26;46505;
Lilia;Strauß;f;Carouge;34;41894;
Talea;Berndt;f;Kreuzlingen;70;94565;
Viola;Konrad;f;Aarau;57;40787;
Ecrin;Hauser;f;Vevey;31;86897;
Melek;Henkel;f;Bülach;70;40501;
Nike;Bartels;f;Muttenz;29;93537;
Verena;Adler;f;Olten;69;52840;
Felia;Burger;f;Adliswil;21;98011;
Yagmur;Nolte;f;Opfikon;48;44087;
Joy;Kuhlmann;f;Ostermundigen;23;87570;
Loreen;Klaus;f;Steffisburg;28;78258;
Helin;Hamann;f;Langenthal;21;44577;
Jona;Steffen;f;Cham;23;43974;
Lola;Brenner;f;Morges;52;65714;
Malena;Rauch;f;Binningen;26;69311;
Romina;Preuß;f;Schwyz;63;82959;
Dalia;Herold;f;Küsnacht;22;99330;
Tina;Vollmer;f;Spiez;70;94969;
Feyza;Straub;f;Brig-Glis;25;53994;
Fine;Strobel;f;Richterswil;68;41905;
Eliza;Zander;f;Zollikon;70;74209;
Maileen;Betz;f;Münchenstein;23;86270;
Amara;Glaser;f;Prilly;34;48463;
Femke;Schade;f;Brugg;21;93053;
Jenny;Zeller;f;Birsfelden;39;40742;
Joyce;Seiler;f;Basel;22;43397;
Luzi;Wieland;f;Kriens;69;92991;
Neyla;Merkel;f;Dübendorf;39;40508;
Nisanur;Falk;f;Montreux;23;89134;
Phoebe;Busse;f;Dietikon;70;50691;
Vera;Greiner;f;Baar;69;47995;
Andrea;Seidl;f;Wettingen;63;96307;
Maren;Oswald;f;Nyon;26;49901;
Arina;Schott;f;Bülach;69;82537;
Luca;Weidner;f;Olten;55;96692;
Mette;Hiller;f;Regensdorf;23;44205;
Narin;Seeger;f;Adliswil;57;40674;
Rafaela;Mack;f;Solothurn;21;85116;
Ruth;Schuler;f;Grenchen;45;40504;
Sharon;Appel;f;Freienbach;30;43160;
Esther;Opitz;f;Ostermundigen;22;97881;
Liyana;Hecht;f;Burgdorf;50;41130;
Ylva;Neuhaus;f;Morges;58;98858;
Acelya;Giese;f;Binningen;28;81433;
Grace;Reimer;f;Thônex;69;42591;
Lilli;Hensel;f;Rüti;30;63662;
Sara;Eichler;f;Gland;31;49750;
Finnja;Heise;f;Ecublens;31;57164;
Isabel;Rösch;f;Affoltern;53;97495;
Marah;Bürger;f;Bassersdorf;21;95176;
Karla;Specht;f;Spreitenbach;29;97805;
Annie;Schick;f;Chêne-Bougeries;23;43301;
Leyla;Haller;f;Weinfelden;68;92538;
Alyssa;Thoma;f;Aesch;70;64275;
Haylie;Kempf;f;Möhlin;45;49593;
Mayra;Brauer;f;Yverdon-les-Bains;21;99567;
Meike;Elsner;f;Dietikon;22;89502;
Hedy;Langner;f;Renens;32;66653;
Henrike;Korn;f;Gossau;68;42163;
Jonas;Schütt;m;Regensdorf;66;53582;
Julian;Hartl;m;Opfikon;23;96362;
Henry;Schaaf;m;Burgdorf;60;95700;
Emil;Lippert;m;Cham;60;41204;
Leo;Reinhold;m;Liestal;26;79419;
Lennard;Rost;m;Versoix;38;56421;
Linus;Hecker;m;Muri;22;83166;
Florian;Bahr;m;Zollikon;27;98762;
Julius;Höhne;m;Rheinfelden;59;68664;
Ole;Sprenger;m;Ecublens;38;44084;
Jannis;Blume;m;Münsingen;39;54815;
Tobias;Hofer;m;Val-de-Travers;70;41247;
Johann;Janke;m;Pfäffikon;24;78595;
Phil;Ruppert;m;Genf;22;97366;
Michael;Zink;m;Neuenburg;22;44610;
Emilio;Ebner;m;Dübendorf;40;76967;
Lias;Pfeffer;m;Meyrin;29;44022;
Franz;Rößler;m;Baden;44;96905;
Hugo;Thomsen;m;Onex;59;40684;
Fabio;Bartel;m;Schlieren;65;99147;
Malik;Hampel;m;Solothurn;49;94638;
Yusuf;Küster;m;Langenthal;57;63247;
Lion;Brendel;m;Binningen;21;96325;
Eddi;Widmann;m;Küsnacht;23;64623;
Janne;Becher;m;Zollikon;33;96902;
Magnus;Otten;m;Ittigen;25;40914;
Nevio;Reinke;m;Altstätten;25;87995;
Arian;Gläser;m;Pfäffikon;28;40458;
Roman;Stange;m;Männedorf;70;49613;
Peter;Hacker;m;Hinwil;50;99564;
Deniz;Cremer;m;Birsfelden;54;75090;
Mailo;Reiser;m;Möhlin;67;56609;
Ricardo;Herr;m;Luzern;51;90443;
Enno;Kersten;m;Lancy;25;82860;
Jesper;Pabst;m;Kriens;22;43533;
Titus;Janzen;m;Montreux;67;51510;
Mustafa;Apel;m;Frauenfeld;26;97073;
Jaron;Friedl;m;Meyrin;49;56402;
Ruben;Ehlert;m;Riehen;23;78964;
Claas;Cramer;m;Renens;21;91985;
Tammo;Frisch;m;Aarau;33;55320;
Cedric;Grund;m;Allschwil;39;41056;
Lino;Brandes;m;Vevey;50;93709;
Mirac;Yilmaz;m;Regensdorf;53;44608;
Efe;Backhaus;m;Opfikon;69;51609;
Eymen;Bucher;m;Wohlen;58;96056;
Aras;Michael;m;Einsiedeln;24;97539;
Tamme;Rösler;m;Küsnacht;70;89728;
Arda;Zeidler;m;Oftringen;33;40609;
Jarne;Welsch;m;Münchenstein;65;40639;
Jim;Schultze;m;Delsberg;47;44656;
Rayan;Seibel;m;Buchs;54;64509;
Emirhan;Köhn;m;Ecublens;39;58947;
Jonne;Kunert;m;Bassersdorf;62;99292;
Kalle;Bräuer;m;Ittigen;52;97515;
Damon;Aigner;m;Val-de-Travers;39;75367;
Enrico;Wulff;m;Zofingen;25;71573;
Marek;Berner;m;Arth;43;71344;
Jesse;Eilers;m;Chêne-Bougeries;66;72235;
Jarno;Scheel;m;Le;43;62743;
Maddox;Kratz;m;Möhlin;28;98157;
Marlo;Backes;m;Zürich;70;82902;
Elija;Zöller;m;Lausanne;29;93819;
Dion;Weigand;m;Köniz;68;42216;
Lewis;Dietze;m;Zug;52;51834;
Amar;Henrich;m;Dietikon;42;44823;
Ismail;Grube;m;Baar;70;96910;
Logan;Dreier;m;Horgen;61;51924;
Mete;Reimers;m;Wil;54;43657;
Jenke;Jaeger;m;Bülach;63;94607;
Tiago;Müller;m;Olten;23;96756;
Gian;Fischer;m;Monthey;28;97489;
Hennes;Weber;m;Schlieren;58;50045;
Kirill;Meyer;m;Martigny;54;81226;
Lorik;Wagner;m;Solothurn;49;82549;
Maris;Krause;m;Küsnacht;64;47933;
Edwin;Walter;m;Brig-Glis;27;45153;
Juri;Schulze;m;Oftringen;21;58380;
Sammy;Möller;m;Lyss;21;98815;
Ansgar;Frank;m;Villars-sur-Glâne;25;41044;
Ilay;Baumann;m;Ittigen;27;59797;
Jay;Schuster;m;Münsingen;70;44894;
Merlin;Simon;m;Val-de-Travers;65;63501;
Denny;Martin;m;Oberwil;69;95462;
Jascha;Jäger;m;Hinwil;70;97845;
Tarik;Sommer;m;Le;70;92693;
Vinzenz;Haas;m;Möhlin;21;42074;
Louis;Thomas;m;Neuenburg;43;55461;
Eric;Seifert;m;Yverdon-les-Bains;22;76217;
Tayler;Nagel;m;Bulle;51;68529;
Arthur;Grimm;m;Horgen;64;45435;
Eliah;Langer;m;Kloten;21;99219;
Finley;Haase;m;Bülach;51;53641;
Eddy;Fiedler;m;Pully;23;86392;
Marcus;Kraft;m;Adliswil;64;63158;
Karlo;Michel;m;Monthey;48;97198;
Janek;Thiele;m;Binningen;36;52015;
Yven;Schramm;m;Schwyz;70;92714;
Nikolai;Hein;m;Einsiedeln;29;64337;
Lena;Schulz;f;Biel/Bienne;36;68227;
Amelie;Koch;f;Freiburg;28;99364;
Lilly;Klein;f;Neuenburg;22;42570;
Mila;Werner;f;Dietikon;39;51541;
Alina;Lange;f;Frauenfeld;35;98177;
Lotta;Meier;f;Baar;57;80350;
Julia;Maier;f;Riehen;69;63279;
Paula;König;f;Allschwil;21;91296;
Stella;Beck;f;Olten;53;50164;
Nina;Krämer;f;Pratteln;70;45501;
Milena;Otto;f;Morges;47;67919;
Chiara;Groß;f;Binningen;66;43756;
Mina;Seidel;f;Wallisellen;23;65825;
Celina;Götz;f;Zollikon;23;96585;
Julie;Ernst;f;Lyss;34;96822;
Kira;Hübner;f;Münchenstein;24;91282;
Jette;Beyer;f;Mendrisio;70;40600;
Lotte;Barth;f;Davos;21;98061;
Juna;Ritter;f;Pfäffikon;21;99024;
Lynn;Langer;f;Oberwil;22;99563;
Alisa;Kraft;f;Basel;32;58515;
Leona;Kunze;f;Renens;28;75650;
Tilda;Seitz;f;Kreuzlingen;70;83455;
Liv;Büttner;f;Allschwil;62;98112;
Linea;Stahl;f;Wil;50;45287;
Malia;Dietz;f;Onex;43;57937;
Josie;Göbel;f;Illnau-Effretikon;22;40850;
Melia;Böhme;f;Binningen;21;99071;
Jill;Döring;f;Meilen;37;48077;
Rieke;Bruns;f;Brig-Glis;64;44300;
Amina;Wendt;f;Richterswil;26;59108;
Ayla;Wolter;f;Oftringen;22;66934;
Mailin;Rose;f;Zollikon;40;41114;
Malina;Kohl;f;Prilly;27;43337;
Nicole;Kolb;f;Villars-sur-Glâne;66;45155;
Liya;Renner;f;Ecublens;69;93372;
Tamara;Hinz;f;Münsingen;66;46775;
Talia;Baier;f;Zofingen;57;49613;
Eliana;Will;f;Männedorf;64;40582;
Sonja;Reich;f;Weinfelden;36;87942;
Alisha;Funk;f;Hinwil;23;41096;
Elaine;Keil;f;Belp;40;41261;
Jolie;Witte;f;Le;68;51543;
Svenja;Held;f;Zürich;22;40455;
Jamie;Noack;f;Genf;67;73528;
Saskia;Baum;f;Lugano;59;53163;
Tiana;Schön;f;Biel/Bienne;21;50530;
Abby;Wimmer;f;Thun;70;76567;
Ann;Stadler;f;Schaffhausen;69;63117;
Cara;Hammer;f;Vernier;66;94075;
Alexia;Karl;f;Dübendorf;67;97737;
Joana;Lemke;f;Wetzikon;26;74155;
Anouk;Jacob;f;Allschwil;58;95953;
Levke;Henke;f;Nyon;47;99383;
Aimee;Wiese;f;Reinach;37;43655;
Naemi;Klose;f;Baden;34;75422;
Claire;Baur;f;Solothurn;39;41815;
Eslem;Blank;f;Locarno;64;95910;
Fatima;Wild;f;Stäfa;31;82086;
Zara;Hummel;f;Wallisellen;40;98759;
Zehra;Beier;f;Arbon;64;86536;
Elea;Christ;f;Horw;30;43506;
Katja;Funke;f;Uzwil;27;79852;
Melis;Haupt;f;Muri;70;98842;
Vivian;Merz;f;Glarus;70;91094;
Eleni;Knoll;f;Ebikon;25;97550;
Enni;Rausch;f;Rüti;69;96218;
Franka;Bode;f;Rheinfelden;66;40623;
Maxi;Anders;f;Delsberg;21;69608;
Ada;Hartung;f;Mendrisio;70;66073;
Liz;Reichel;f;Buchs;31;91930;
Lou;Lohmann;f;Davos;30;42914;
Lydia;Diehl;f;Ecublens;70;45572;
Stina;Rothe;f;Ittigen;22;74097;
Megan;Kroll;f;Zofingen;21;48457;
Sandra;Heck;f;Möhlin;32;43417;
Defne;Lauer;f;Köniz;66;98850;
Denise;Benz;f;Schaffhausen;27;87840;
Maxima;Born;f;Rapperswil-Jona;21;44125;
Ziva;Moritz;f;Meyrin;57;73146;
Alya;Stumpf;f;Wädenswil;70;94181;
Nilay;Geyer;f;Monthey;70;40489;
Summer;Pape;f;Illnau-Effretikon;68;56796;
Elanur;Wulf;f;Siders;64;96866;
Isa;Wiesner;f;Steffisburg;53;59957;
Nadine;Moll;f;Pratteln;70;40664;
Damla;Heuer;f;Stäfa;70;54589;
Rahel;Runge;f;Muri;69;91608;
Timea;Riedl;f;Spiez;30;98157;
Hanna;Pfaff;f;Glarus;21;80023;
Maya;Engels;f;Münchenstein;22;95967;
Liah;Scholl;f;Worb;39;66645;
Emelie;Timm;f;Buchs;27;51265;
Lucie;Stolz;f;Münsingen;23;42174;
Louise;Walz;f;Altstätten;21;40767;
Teresa;Dick;f;Val-de-Travers;50;99041;
Marta;Geier;f;Zofingen;64;99572;
Sinah;Klotz;f;Brugg;69;93233;
Kyra;Börner;f;Belp;21;61822;
Evelin;Haug;f;Chur;25;66904;
Nayla;Knapp;f;Lancy;68;97093;
Josy;Paulus;f;Kriens;56;49500;
Ylvie;Hauck;f;Dübendorf;70;76676;
Rike;Dreyer;f;Frauenfeld;24;82769;
Marike;Abel;f;Allschwil;22;99416;
Bianka;Pütz;f;Bulle;21;97520;
Luka;Thieme;f;Bellinzona;25;41505;
Leon;Nguyen;m;Monthey;26;42006;
Luis;Kemper;m;Schlieren;30;59522;
Lukas;Knorr;m;Martigny;21;67006;
Felix;Große;m;Grenchen;21;40398;
Noah;Gerdes;m;Freienbach;67;99037;
Elias;Stöhr;m;Illnau-Effretikon;27;54600;
David;Höfer;m;Binningen;28;97435;
Anton;Theis;m;Einsiedeln;34;41267;
Matteo;Ries;m;Arbon;39;99003;
Simon;Evers;m;Küsnacht;27;40416;
Nico;Kunkel;m;Amriswil;21;40628;
Nick;Hering;m;Lyss;39;86260;
Daniel;Höhn;m;Villars-sur-Glâne;55;97914;
Colin;Drews;m;Altstätten;69;96660;
Lenny;Kurth;m;Zofingen;63;69130;
Milan;Groth;m;Arth;28;79932;
John;Wacker;m;Brugg;33;88727;
Timo;Jahnke;m;Hinwil;70;96415;
Levin;Götze;m;Veyrier;45;77801;
Malte;Späth;m;Lugano;70;97319;
Noel;Hafner;m;Biel/Bienne;36;41008;
Sam;Pfister;m;Chur;34;88670;
Bruno;Wille;m;Sitten;70;50320;
Marc;Heinen;m;Emmen;44;54797;
Luke;Balzer;m;Zug;22;57663;
Silas;Krieg;m;Montreux;69;52651;
Elia;Gehrke;m;Riehen;70;99148;
Connor;Reiß;m;Horgen;21;75649;
Dean;Schöne;m;Reinach;25;93629;
Fritz;Hoyer;m;Gossau;68;90901;
Marco;Sachs;m;Adliswil;69;99488;
Martin;Grau;m;Opfikon;62;67937;
Lorenz;Orth;m;Ostermundigen;69;69831;
Len;Stiller;m;Pratteln;22;47474;
Gustav;Rühl;m;Worb;23;88990;
Mert;Schatz;m;Davos;21;99442;
Chris;Kolbe;m;Ecublens;40;40999;
Thore;Kling;m;Affoltern;65;98160;
Robert;Muth;m;Münsingen;21;96544;
Yasin;Horst;m;Val-de-Travers;39;46922;
Nino;Riemer;m;Belp;48;86987;
Alex;Behnke;m;Aesch;46;92248;
Curt;Kübler;m;Lugano;60;51480;
Dario;Spies;m;Biel/Bienne;21;94016;
Georg;Stamm;m;Neuenburg;25;96774;
Aiden;Resch;m;Yverdon-les-Bains;23;47059;
Domenic;Neu;m;Zug;21;99475;
Enes;Kleine;m;Rapperswil-Jona;27;87764;
Mikail;Löhr;m;Wetzikon;24;99237;
Edgar;Wilms;m;Bulle;25;65704;
Leif;Enders;m;Nyon;65;99133;
Hanno;Brück;m;Bülach;61;59833;
Ahmed;Lukas;m;Bellinzona;30;45776;
Miguel;Rode;m;Muttenz;49;96292;
Semih;Adams;m;Adliswil;23;97756;
Mario;Petry;m;Solothurn;64;52999;
Erwin;Hille;m;Herisau;22;85534;
Kenan;Lerch;m;Wallisellen;66;56583;
Kuzey;Jonas;m;Arbon;70;93528;
Selim;Budde;m;Thônex;63;85805;
Hassan;Ochs;m;Meilen;21;48553;
Kerim;Brehm;m;Spiez;30;40468;
Danilo;Wüst;m;Glarus;21;59362;
Eren;Küpper;m;Amriswil;42;92436;
Jean;Meurer;m;Villars-sur-Glâne;29;52779;
Lucien;Ebel;m;Worb;23;47033;
Caspar;Pahl;m;Belp;37;54083;
Berkay;Post;m;Thun;40;41372;
Gregor;Hill;m;Schaffhausen;40;98208;
Jano;Andres;m;Freiburg;21;92482;
Jordan;Hopf;m;Yverdon-les-Bains;22;97936;
Veit;Linder;m;Montreux;40;45888;
Lucian;Wurm;m;Riehen;60;41483;
Miko;Kummer;m;Wädenswil;66;73694;
Alfred;Ertl;m;Renens;56;40707;
Younes;Bähr;m;Reinach;21;53765;
Tamino;März;m;Baden;46;46403;
Johnny;Hopp;m;Volketswil;54;98102;
Loris;Boldt;m;Muttenz;24;52149;
Luiz;Becker;m;Grenchen;22;41235;
Peer;Schulz;m;Freienbach;28;83036;
Tommy;Bauer;m;Siders;62;43572;
Baran;Klein;m;Burgdorf;46;65024;
Leano;Braun;m;Cham;22;41145;
Gero;Schmid;m;Stäfa;59;62892;
Ivan;Werner;m;Wallisellen;26;43670;
Jakub;König;m;Richterswil;21;50506;
Kiyan;Fuchs;m;Glarus;21;62379;
Eyüp;Berger;m;Ecublens;22;50800;
Jimmy;Kraus;m;Altstätten;56;42201;
Azad;Winter;m;Pfäffikon;66;45404;
Evan;Krämer;m;Chêne-Bougeries;21;45826;
Neven;Stein;m;Birsfelden;53;64058;
Pierre;Otto;m;Belp;21;48562;
Joe;Schulte;m;Luzern;23;86929;
Simeon;Horn;m;Schaffhausen;26;65060;
Fynn;Arnold;m;Chur;43;56437;
Henri;Busch;m;Uster;46;83777;
Jacob;Voigt;m;Lancy;68;41626;
Niels;Beyer;m;Dietikon;66;40437;
Jonah;Wolff;m;Frauenfeld;61;41141;
Janis;Barth;m;Riehen;70;99542;
Dominik;Ott;m;Carouge;29;49569;
Maksim;Paul;m;Renens;63;44959;
Tony;Hansen;m;Allschwil;21;41488;
Marwin;Bock;m;Vevey;54;89198;
Conner;Mohr;m;Baden;60;99603;
Bryan;Arndt;m;Solothurn;30;61559;
Tilo;Eckert;m;Grenchen;24;97032;
Viktor;Berg;m;Siders;25;61954;
Cedrik;Frey;m;Langenthal;24;45664;
Ahmet;Ebert;m;Cham;35;63888;
Mia;Müller;f;Zürich;33;88319;
Anna;Weber;f;Bern;57;47979;
Lina;Bauer;f;Schaffhausen;22;46111;
Luisa;Wolf;f;Vernier;64;97557;
Lara;Braun;f;Emmen;38;75274;
Pia;Schmid;f;Montreux;32;65505;
Ida;Krause;f;Meyrin;69;79511;
Lia;Walter;f;Aarau;25;94254;
Ella;Fuchs;f;Horgen;68;41606;
Nora;Kraus;f;Grenchen;30;43241;
Jule;Simon;f;Illnau-Effretikon;69;78944;
Elena;Graf;f;Einsiedeln;31;75792;
Elif;Peter;f;Villars-sur-Glâne;60;54405;
Hailey;Ott;f;Bassersdorf;34;93212;
Lucia;Paul;f;Ittigen;28;96607;
Mona;Nagel;f;Val-de-Travers;56;40975;
Lana;Grimm;f;Zofingen;67;58511;
Marla;Lutz;f;Belp;69;89987;
Tessa;Jahn;f;Le;52;98943;
Svea;Hoppe;f;Genf;33;48378;
Milla;Marx;f;Bern;68;95475;
Lene;Ebert;f;Emmen;70;41815;
Alma;Hesse;f;Baar;66;70160;
Amira;Adam;f;Kloten;58;40529;
Tuana;Kurz;f;Gossau;43;78933;
Jonna;Witt;f;Volketswil;70;96026;
Azra;Brand;f;Siders;66;44117;
Enna;Wirth;f;Burgdorf;39;41109;
Enie;Urban;f;Morges;25;48471;
Malin;Kopp;f;Arbon;30;99603;
Heidi;John;f;Mendrisio;69;42867;
Nika;Münch;f;Worb;48;46634;
Milana;Rau;f;Ittigen;56;67811;
Asya;Wilke;f;Altstätten;29;98726;
Mary;Rohde;f;Pfäffikon;29;91481;
Hedi;Röder;f;Uster;66;41952;
Esila;Popp;f;Kriens;27;70399;
Naomi;Wahl;f;Bellinzona;33;66793;
Sena;Kühne;f;Burgdorf;51;75563;
Tara;Kluge;f;Pratteln;27;95632;
Adele;Haag;f;Amriswil;48;97001;
Janna;Beer;f;Lyss;51;40999;
Tamia;Weis;f;Münsingen;21;95425;
Anisa;Dörr;f;Spreitenbach;70;51572;
Nea;Freund;f;Arth;24;65311;
Dila;Weise;f;Freiburg;45;99334;
Ruby;Gross;f;Frauenfeld;60;59879;
Fanny;Buck;f;Kreuzlingen;65;42068;
Jolin;Heil;f;Bulle;47;83620;
Tia;Weigel;f;Baden;21;97348;
Fatma;Noll;f;Wallisellen;21;47430;
Lale;Klemm;f;Küsnacht;51;90529;
Zoé;Weller;f;Prilly;70;84515;
Kiara;Volk;f;Arth;21;69376;
Mayla;Otte;f;Oberwil;63;78748;
Yuna;Uhlig;f;Basel;26;84184;
Linn;Wirtz;f;Bern;37;91985;
Emmy;Fries;f;Freiburg;42;55534;
Jonah;Kühl;f;Nyon;34;40454;
Sydney;Uhl;f;Wil;69;93256;
Max;Lehner;m;Siders;70;65012;
Tim;Mielke;m;Ostermundigen;25;41282;
Jakob;Behr;m;Locarno;54;83292;
Tom;Weiler;m;Langenthal;23;97941;
Jona;Amann;m;Mendrisio;70;88992;
Aaron;Lück;m;Buchs;70;44098;
Maxim;Just;m;Chêne-Bougeries;23;98022;
Tyler;Rehm;m;Schaffhausen;51;94343;
Artur;Roos;m;Vernier;69;40502;
Lars;Bosch;m;Frauenfeld;59;95810;
Adam;Frick;m;Vevey;26;45982;
Piet;Trapp;m;Wil;53;51038;
Arne;Henze;m;Herisau;21;99125;
Ali;Kühnel;m;Uzwil;66;40693;
Kian;Hager;m;Münchenstein;21;91725;
Willi;Keck;m;Gland;23;44225;
Luan;Petri;m;Villars-sur-Glâne;33;94694;
Fiete;Doll;m;Zofingen;70;46226;
Jack;Pauli;m;Vernier;69;99209;
Kaan;Ewald;m;Uster;61;57836;
Miran;Volz;m;Wettingen;69;42403;
Romeo;Hamm;m;Kloten;56;96656;
Sami;Stern;m;Volketswil;62;41368;
Sinan;Henn;m;Monthey;21;41662;
Xaver;Hack;m;Freienbach;22;42253;
Cem;Körber;m;Morges;21;95574;
Amin;Hardt;m;Richterswil;35;98916;
Sean;Haack;m;Mendrisio;70;76369;
Timur;Reif;m;Spreitenbach;66;43222;
Otto;Raabe;m;Brugg;69;82889;
Bilal;Bolz;m;Birsfelden;39;78121;
Mahir;Hoch;m;Veyrier;21;76997;
Jamal;Palm;m;Emmen;69;99122;
Pius;Krohn;m;Rapperswil-Jona;40;98208;
Sirac;Hoff;m;Wettingen;67;40933;
Dylan;Zorn;m;Kreuzlingen;66;49276;
Alan;Heger;m;Gossau;67;99087;
Arjen;Lenk;m;Onex;51;86887;
Yunus;Koch;m;Ostermundigen;34;44074;
Björn;Wolf;m;Pratteln;23;44462;
Ege;Krüger;m;Einsiedeln;70;64326;
Kimi;Lange;m;Arbon;67;90704;
Luuk;Meier;m;Thônex;42;98303;
Miro;Maier;m;Horw;70;45101;
Vito;Mayer;m;Muri;44;40558;
Meo;Kaiser;m;Amriswil;25;40915;
Ron;Peters;m;Zollikon;25;40511;
Adem;Vogel;m;Gland;36;40590;
Josua;Böhm;m;Spreitenbach;21;48780;
Ahmad;Graf;m;Veyrier;59;40805;
Ethan;Kuhn;m;Winterthur;27;42083;
Nelio;Kühn;m;Biel/Bienne;70;42351;
René;Engel;m;Thun;70;41853;
Luka;Sauer;m;Freiburg;32;68391;
Oscar;Götz;m;Emmen;60;54886;
Mads;Ernst;m;Kriens;57;92505;
Niko;Franz;m;Montreux;21;98145;
Karl;Peter;m;Wetzikon;37;61909;
Luc;Ritter;m;Reinach;22;73987;
Marko;Lutz;m;Volketswil;67;45496;
Willy;Marx;m;Schlieren;28;41014;
Tore;Fritz;m;Martigny;24;49968;
Ayden;Kunz;m;Steffisburg;33;51548;
Jost;Bayer;m;Stäfa;69;40776;
Lea;Meyer;f;Winterthur;37;74466;
Jana;Lang;f;Reinach;66;94280;
Amy;Vogel;f;Volketswil;69;40523;
Mira;Roth;f;Muttenz;49;41499;
Anni;Kühn;f;Uzwil;64;42799;
Zoey;Pohl;f;Meilen;61;97109;
Sina;Horn;f;Spiez;51;52621;
Kim;Wolff;f;Prilly;67;69753;
Elli;Bock;f;Männedorf;63;93933;
Thea;Mohr;f;Brugg;29;40385;
Nala;Kunz;f;Chur;66;83135;
Dana;Hein;f;Dübendorf;31;76106;
Ina;Bayer;f;Montreux;37;58980;
Rosa;Blum;f;Opfikon;62;40610;
Ava;Stark;f;Steffisburg;21;42462;
Nela;Link;f;Liestal;34;67514;
Maike;May;f;Spiez;69;98539;
Elsa;Krug;f;Zug;24;77536;
Marit;Heß;f;Riehen;70;41046;
Anja;Jost;f;Einsiedeln;65;78104;
Alva;Holz;f;Küssnacht;27;95165;
Leia;Rupp;f;Worb;22;50164;
Sila;Eder;f;Bassersdorf;24;79952;
Cleo;Metz;f;Val-de-Travers;21;43243;
Nila;Rapp;f;Aesch;49;40806;
Tanja;Bär;f;Lugano;40;68342;
Nia;Block;f;Vevey;58;43875;
Nova;Heim;f;Kloten;23;76100;
Ceren;Ruf;f;Einsiedeln;70;62257;
Leah;Zahn;f;Küssnacht;25;82820;
Nelli;Lux;f;Schaffhausen;42;77578;
Yara;Maas;f;Vernier;69;62394;
Kaya;Rabe;f;Kreuzlingen;38;50476;
Leya;Kahl;f;Baden;51;51556;
Paul;Vogl;m;Olten;69;46182;
Mika;Pilz;m;Spiez;22;68701;
Theo;Klug;m;Glarus;21;88891;
Joel;Damm;m;Spreitenbach;56;47984;
Levi;Renz;m;Lausanne;39;80619;
Jason;Alt;m;Thun;57;83249;
Pepe;Lotz;m;Yverdon-les-Bains;31;40422;
Can;Reitz;m;Versoix;64;40384;
Kai;Lampe;m;Glarus;64;95139;
Ömer;Grün;m;Dübendorf;48;58961;
Hans;Herz;m;Locarno;36;97933;
Lutz;Rahn;m;Liestal;21;83917;
Jake;Reis;m;Lyss;48;98012;
Musa;Lang;m;Küssnacht;31;43551;
Raul;Weiß;m;Ebikon;50;40673;
Said;Jung;m;Rheinfelden;57;63657;
Jari;Vogt;m;Weinfelden;21;90236;
Rick;Groß;m;Aesch;70;42955;
Mark;Lenz;m;Nyon;37;74966;
Lenn;Jahn;m;Muttenz;24;50798;
Kay;Thiel;m;Olten;42;89795;
Eva;Böhm;f;Freienbach;51;57163;
Ela;Kern;f;Buchs;70;95677;
Anne;Voß;f;Frauenfeld;36;49182;
Ivy;Voss;f;Aarau;69;43373;
Jil;Rath;f;Montreux;69;44757;
Ben;Bohn;m;Thalwil;49;49988;
Toni;Lau;m;Basel;43;41213;
Neo;Veit;m;Olten;65;96275;
Milo;Süß;m;Steffisburg;39;42263;
Ian;Loos;m;Burgdorf;25;48229;
Ria;Mai;f;Luzern;26;45717;
Bo;Beck;m;Buchs;23;98055;
